franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
"Fitzpatrick Acquisitions, L.L.C.",,Fitzpatrick,19,KFC,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Fitzpatrick Acquisitions, L.L.C. KFC franchisee MI",,,,,989/356-3048,923 Beacon Blvd.
Paris & Potter Management Corporation,,Paris,19,KFC,1,No,NC,NC | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Paris & Potter Management Corporation KFC franchisee NC,,,,,910/323-2211,895 NC Highway 24-87
"Ampex Brands Of Columbus, Inc.",,Ampex,19,KFC,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ampex Brands Of Columbus, Inc. KFC franchisee OH",,,,,469/917-3800,1414 Harrisburg Pike
"Lrg Restaurant Group, Llc",,Lrg,19,KFC,1,No,OR,OR,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Lrg Restaurant Group, Llc KFC franchisee OR",,,,,541/273-4639,325 West Marine Drive
Cynthia D Samour,,Cynthia,19,McDonald's,1,No,AL,AL | FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Cynthia D Samour McDonald's franchisee AL,,,,,251-368-2267,1414 S MAIN ST
Sukhvinder Thiara,,Sukhvinder,19,McDonald's,1,No,AZ,AZ,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Sukhvinder Thiara McDonald's franchisee AZ,,,,,623-877-6011,3925 N 107TH AVE
Robert M Nibeel,,Robert,19,McDonald's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Robert M Nibeel McDonald's franchisee CA,,,,,714-549-1279,3141 HARBOR BLVD
Javier Illas,,Javier,19,McDonald's,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Javier Illas McDonald's franchisee FL,,,,,941-251-3162,14655 STATE ROAD 70 E
Lynn V Miller,,Lynn,19,McDonald's,1,No,GA,GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Lynn V Miller McDonald's franchisee GA,,,,,770-483-7472,1765 HIGHWAY 138
Erica Shadoin,,Erica,19,McDonald's,1,No,KY,IN | KY | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Erica Shadoin McDonald's franchisee KY,,,,,812-934-4242,320 CROSS COUNTY PLAZA
Mark T Mcbee,,Mark,19,McDonald's,1,No,MA,MA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Mark T Mcbee McDonald's franchisee MA,,,,,413-848-2518,MASS TPKE / I-90 EAST (SERVICE PLAZA)
Steven Hogwood,,Steven,19,McDonald's,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Steven Hogwood McDonald's franchisee MI,,,,,269-512-7277,889 MARSHALL STREET
Jeffrey Stanton,,Jeffrey,19,McDonald's,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Jeffrey Stanton McDonald's franchisee MI,,,,,313-386-9401,10945 ALLEN ROAD
Ryan Reardon,,Ryan,19,McDonald's,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ryan Reardon McDonald's franchisee MI,,,,,616-895-4003,5371 LAKE MICHIGAN DR
Matthew A Schulz,,Matthew,19,McDonald's,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Matthew A Schulz McDonald's franchisee MI,,,,,231-775-2311,8560 E 34 ROAD
Grant Skyllas,,Grant,19,McDonald's,1,No,PA,NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Grant Skyllas McDonald's franchisee PA,,,,,856-963-9658,1 HADDON AVE
Alex Mendoza,,Alex,19,McDonald's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Alex Mendoza McDonald's franchisee OH,,,,,614-268-3381,3411 CLEVELAND AVE
Patricia M Santiago-Brennan,,Patricia,19,McDonald's,1,No,OK,OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Patricia M Santiago-Brennan McDonald's franchisee OK,,,,,405-735-5447,350 S EASTERN AVE
Meghan K Sweeney,,Meghan,19,McDonald's,1,No,PA,PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Meghan K Sweeney McDonald's franchisee PA,,,,,724-378-0622,131 PLEASANT DR
Christina Mueller Curran,,Christina,19,McDonald's,1,No,PA,PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Christina Mueller Curran McDonald's franchisee PA,,,,,570-282-9835,160 BROOKLYN ST
Alefa Eserjose,,Alefa,19,McDonald's,1,No,WA,WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Alefa Eserjose McDonald's franchisee WA,,,,,206-842-1290,501 HIGH SCHOOL RD NE
M David Santillanes,,M,19,McDonald's,1,No,WA,WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",M David Santillanes McDonald's franchisee WA,,,,,425-641-5181,3239 156TH AVE SE
Adt Florida Llc,,Adt,19,Pizza Hut,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Adt Florida Llc Pizza Hut franchisee FL,,,,,561/367-7766,"21342 St. Andrews Blvd., #250"
"Sugar Creek Pizza, L.L.C.",,Sugar,19,Pizza Hut,1,No,WV,MD | OH | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Sugar Creek Pizza, L.L.C. Pizza Hut franchisee WV",,,,,301/334-4234,6 S 3rd St
"American Dream Restaurants, Llc",,American,19,Pizza Hut,1,No,ME,ME | VT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","American Dream Restaurants, Llc Pizza Hut franchisee ME",,,,,207/622-4095,215 Western Ave
"Itl Foods, L.P.",,Itl,19,Pizza Hut,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Itl Foods, L.P. Pizza Hut franchisee TX",,,,,972/492-1166,1001 E Hebron Pkwy. #102
"Wasatch Valley Pizza, Llc",,Wasatch,19,Pizza Hut,1,No,UT,UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Wasatch Valley Pizza, Llc Pizza Hut franchisee UT",,,,,801/298-8844,529 South 200 West
Michael Quinn,,Michael,19,Pizza Hut,1,No,AL,AL | GA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Michael Quinn Pizza Hut franchisee AL,,,,,601/331-1835,4581 Hwy 280
Hassan Charara,,Hassan,19,Pizza Hut,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hassan Charara Pizza Hut franchisee OH,,,,,734/335-7158,380 Dover Center Rd
"Plk Nv, Inc.",,Plk,19,Popeyes,1,No,NV,CA | NV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Plk Nv, Inc. Popeyes franchisee NV",,,,,(657) 337-5009,1005 North Magnolia Blvd
"Guernsey Holdings Zrc Opco, Llc",,Guernsey,19,Zaxby's,1,No,SC,SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Guernsey Holdings Zrc Opco, Llc Zaxby's franchisee SC",,,,,(803) 851-0040,221 Blythewood Rd.
Apple Norcal Llc,,Apple,18,Applebee's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple Norcal Llc Applebee's franchisee CA,,,,,(209) 952-9330,2659 W. March Lane
Mjg Michigan Llc,,Mjg,18,Burger King,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Mjg Michigan Llc Burger King franchisee MI,,,,,(616) 794-2720,9463 Belding Rd
Tk Midwest South Ii Llc,,Tk,18,Burger King,1,No,MO,MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tk Midwest South Ii Llc Burger King franchisee MO,,,,,(314) 257-0610,1119 W. Fort Scott Street
Mc Donald,,Mc,18,Burger King,1,No,NV,NV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Mc Donald Burger King franchisee NV,,,,,(702) 547-4944,1270 West Warm Springs Rd
"Raceway Restaurants, Inc.",,Raceway,18,Burger King,1,No,PA,NY | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Raceway Restaurants, Inc. Burger King franchisee PA",,,,,(518) 853-4603,128 Riverside Dr.
Welsh/Welsh,,Welsh/Welsh,18,Burger King,1,No,PA,PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Welsh/Welsh Burger King franchisee PA,,,,,(814) 355-4265,901 East Bishop St
"Davey, Matthew Robert",,"Davey,",18,Domino's,1,No,KY,IN | KY | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Davey, Matthew Robert Domino's franchisee KY",,,,,(812) 537-0006,1103 US Hwy. 50 W.
"Vandenberg, Bruce M.",,"Vandenberg,",18,Domino's,1,No,OR,OR,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Vandenberg, Bruce M. Domino's franchisee OR",,,,,(541) 818-0288,2128 Main St.
"Miller, Rebecca Lynn",,"Miller,",18,Domino's,1,No,VA,VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Miller, Rebecca Lynn Domino's franchisee VA",,,,,(540) 932-0000,1380 W. Broad St.
"Tripart Management Ii, Inc. (Rakesh Kumar, Sunil Kumar, Jose Garzona)","1450 Howard Avenue, Inc. (Rakesh Kumar, Jose Garzona) / Rakesh Kumar, Sunil Kumar, Jose Garzona / Tripart Management Ii, Inc. (Rakesh Kumar, Sunil Kumar, Jose Garzona) / Tripart Management, Inc. (Rakesh Kumar, Sunil Kumar, Jose Garzona)",Rakesh,18,Five Guys,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Rakesh Kumar, Sunil Kumar, Jose Garzona Five Guys franchisee CA",,,,,510-769-1788,2254 South Shore Ctr.
"North Star Dining Mn, Llc (Darven Erickson, Kenny Albert)",,Darven,18,Five Guys,1,No,MN,MN | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Darven Erickson, Kenny Albert Five Guys franchisee MN",,,,,651-333-9268,14658 Cedar Ave.
"Jsix Subs, Inc.",,Jsix,18,Jimmy John's,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Jsix Subs, Inc. Jimmy John's franchisee FL",,,,,850-460-7755,983 Hwy 98 E
"Finner, Llc",,"Finner,",18,Jimmy John's,1,No,IN,IN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Finner, Llc Jimmy John's franchisee IN",,,,,317-334-1800,9893 N Michigan Rd
Michael Davidson,,Michael,18,McDonald's,1,No,AK,AK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Michael Davidson McDonald's franchisee AK,,,,,907-561-5525,800 W NORTHERN LIGHTS
Michelle Slayton,,Michelle,18,McDonald's,1,No,AZ,AZ,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Michelle Slayton McDonald's franchisee AZ,,,,,623-478-3925,9930 W MCDOWELL
David Michael Costa,David M Costa / David Michael Costa,David,18,McDonald's,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",David Michael Costa McDonald's franchisee FL,,,,,850-674-2977,20495 W CENTRAL AVE
Blake W Linders,,Blake,18,McDonald's,1,No,IL,IL | IN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Blake W Linders McDonald's franchisee IL,,,,,618-483-5354,1010 S MAIN
Rikesh A Patel,,Rikesh,18,McDonald's,1,No,LA,LA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Rikesh A Patel McDonald's franchisee LA,,,,,318-448-3536,4717 JACKSON STREET
Mashoor Awad,,Mashoor,18,McDonald's,1,No,NC,NC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Mashoor Awad McDonald's franchisee NC,,,,,704-392-1125,2518 BEATTIES FORD RD
Leonard A Carrillo,,Leonard,18,McDonald's,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Leonard A Carrillo McDonald's franchisee TX,,,,,432-524-2200,1201 S MAIN STREET
Roland Parrish,,Roland,18,McDonald's,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Roland Parrish McDonald's franchisee TX,,,,,817-274-2755,2575 E ARKANSAS LN
Isaac D Green,,Isaac,18,McDonald's,1,No,VA,VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Isaac D Green McDonald's franchisee VA,,,,,804-561-5544,15175 PATRICK HENRY HWY
"Mp² Enterprises, Llc",,Mp²,18,Pizza Hut,1,No,NV,AZ | NV | UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mp² Enterprises, Llc Pizza Hut franchisee NV",,,,,928/645-2455,6 S Lake Powell Blvd
"Socal Pizza Holdings, Llc",,Socal,18,Pizza Hut,1,No,CA,CA | UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Socal Pizza Holdings, Llc Pizza Hut franchisee CA",,,,,323/771-4000,7000 Atlantic Ave
"Palmetto Restaurant Operations, Inc.",,Palmetto,18,Pizza Hut,1,No,SC,GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Palmetto Restaurant Operations, Inc. Pizza Hut franchisee SC",,,,,706/485-7611,815 S. Oak St.
"Ko Huts, Inc.",,Ko,18,Pizza Hut,1,No,OK,KS | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ko Huts, Inc. Pizza Hut franchisee OK",,,,,620/442-1900,422 N. Summit Street
"Eastlake Foods Ohio, Llc",,Eastlake,18,Pizza Hut,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Eastlake Foods Ohio, Llc Pizza Hut franchisee OH",,,,,440/835-7050,380 Dover Center Rd
Atlantic Development Corp. Of Pa,,Atlantic,18,Pizza Hut,1,No,PA,PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Atlantic Development Corp. Of Pa Pizza Hut franchisee PA,,,,,814/362-7493,101 W Washington St
"Zna Foods, Inc.",,Zna,18,Popeyes,1,No,CA,CA | NV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Zna Foods, Inc. Popeyes franchisee CA",,,,,(760) 256-7861,1601 E Main St
"California Cajun Eats, Llc","California Cajun Eats, Llc / Dmsd Cajun Eats, Llc",California,18,Popeyes,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","California Cajun Eats, Llc Popeyes franchisee CA",,,,,(619) 434-0014,880 Broadway
"Southern Restaurant Hospitality Group, Llc",,Southern,17,Burger King,1,No,GA,GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Southern Restaurant Hospitality Group, Llc Burger King franchisee GA",,,,,(770) 475-8200,890 North Main St
"Kazi Restaurants Of Hawaii, Inc.",,Kazi,17,Burger King,1,No,HI,HI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Kazi Restaurants Of Hawaii, Inc. Burger King franchisee HI",,,,,(808) 689-1515,914 Fort Weaver Rd
"Brg Il, Llc",,Brg,17,Burger King,1,No,IL,IL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Brg Il, Llc Burger King franchisee IL",,,,,(618) 438-0321,920 W Main St
Tk Midwest South Llc,,Tk,17,Burger King,1,No,MO,KS | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tk Midwest South Llc Burger King franchisee MO,,,,,(913) 228-1851,6880 Johnson Dr
Mountain Valley Corporation,,Mountain,17,Burger King,1,No,VA,VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Mountain Valley Corporation Burger King franchisee VA,,,,,(434) 963-7827,1181 5th St Sw
Campbell Oil Company,,Campbell,17,Dairy Queen,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Campbell Oil Company Dairy Queen franchisee OH,,,,,3303364714,835 High St
R & S Dairy Queens Inc,,R,17,Dairy Queen,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",R & S Dairy Queens Inc Dairy Queen franchisee TX,,,,,8307963595,421 St Hwy 16 S
"Syriani, Joseph",,"Syriani,",17,Domino's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Syriani, Joseph Domino's franchisee CA",,,,,(951) 696-0117,40404 California Oaks Road
"Rea, Michael S.",,"Rea,",17,Domino's,1,No,CO,CO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Rea, Michael S. Domino's franchisee CO",,,,,(303) 781-6647,3920 S. Broadway
"Sheikh, Ahsan M.",,"Sheikh,",17,Domino's,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Sheikh, Ahsan M. Domino's franchisee FL",,,,,(904) 606-7111,1690 Jeremiah Street
"Hudrick, Robert E.",,"Hudrick,",17,Domino's,1,No,IL,IL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Hudrick, Robert E. Domino's franchisee IL",,,,,(224) 372-9030,2144 Sand Lake
"Elwell, Emily E.",,"Elwell,",17,Domino's,1,No,MO,KS | MO | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Elwell, Emily E. Domino's franchisee MO",,,,,(620) 305-4010,1422 S. Santa Fe Avenue
"Hurd, Timothy A.",,"Hurd,",17,Domino's,1,No,TN,KY | TN | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Hurd, Timothy A. Domino's franchisee TN",,,,,(606) 432-1133,115 Pike Street
"Dufficy, Jeffrey P.",,"Dufficy,",17,Domino's,1,No,MA,MA | RI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Dufficy, Jeffrey P. Domino's franchisee MA",,,,,(508) 478-8000,2 Cape Rd. #2
"Hess, David F.",,"Hess,",17,Domino's,1,No,VA,NC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Hess, David F. Domino's franchisee VA",,,,,(252) 862-4000,132 East Main St.
"Zaidi, Syed Akhtar","Zaidi, Syed Akhtar / Zaidi, Syed S.","Zaidi,",17,Domino's,1,No,NJ,NJ,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Zaidi, Syed Akhtar Domino's franchisee NJ",,,,,(732) 613-4200,102 Main St.
"Bengel'S Burgers, Llc (Charles Bengel)",,Charles,17,Five Guys,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Charles Bengel Five Guys franchisee FL,,,,,407-566-8860,6240 W. Irlo Bronson Memorial Hwy 192
"Blended Star, Llc",,Blended,17,Jamba,1,No,UTAH,UTAH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Blended Star, Llc Jamba franchisee UTAH",,,,,(435) 263-0497,646 South Main Street
"Premium Loaves Carolinas, Inc.",,Premium,17,Jimmy John's,1,No,NC,NC | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Premium Loaves Carolinas, Inc. Jimmy John's franchisee NC",,,,,919-461-0171,2012 Boulderstone Way
